COUNTRYCODE,YEAR,TERTIARYCOMPLETIONRATE
TJK,2040,9.0
TZA,2015,0.9
TZA,2020,0.9
TZA,2025,0.9
TZA,2030,1.2
TZA,2035,1.6
TZA,2040,2.3
THA,1870,0.0
THA,1875,0.0
THA,1880,0.0
THA,1885,0.0
THA,1890,0.0
THA,1895,0.0
THA,1900,0.0
THA,1905,0.0
THA,1910,0.1
THA,1915,0.1
THA,1920,0.2
THA,1925,0.2
THA,1930,0.2
THA,1935,0.3
THA,1940,0.3
THA,1945,0.4
THA,1950,0.4
THA,1955,0.5
THA,1960,0.6
THA,1965,0.9
THA,1970,1.2
THA,1975,1.9
THA,1980,3.2
THA,1985,3.9
THA,1990,5.2
THA,1995,5.5
THA,2000,5.7
THA,2005,13.4
THA,2010,14.2
THA,2015,14.8
THA,2020,17.2
THA,2025,20.2
THA,2030,23.7
THA,2035,27.8
THA,2040,32.0
TGO,1870,0.0
TGO,1875,0.0
TGO,1880,0.0
TGO,1885,0.0
TGO,1890,0.0
TGO,1895,0.0
TGO,1900,0.0
TGO,1905,0.0
TGO,1910,0.0
TGO,1915,0.0
TGO,1920,0.0
TGO,1925,0.1
TGO,1930,0.1
TGO,1935,0.1
TGO,1940,0.1
TGO,1945,0.1
TGO,1950,0.1
TGO,1955,0.1
TGO,1960,0.1
TGO,1965,0.2
TGO,1970,0.2
TGO,1975,0.7
TGO,1980,1.6
TGO,1985,1.8
TGO,1990,1.9
TGO,1995,2.0
TGO,2000,2.1
TGO,2005,2.4
TGO,2010,3.1
TGO,2015,3.9
TGO,2020,3.6
TGO,2025,3.5
TGO,2030,3.7
TGO,2035,4.4
TGO,2040,5.7
TON,2015,6.5
TON,2020,6.6
TON,2025,7.6
TON,2030,9.9
TON,2035,13.3
TON,2040,17.5
TTO,1870,0.0
TTO,1875,0.0
TTO,1880,0.0
TTO,1885,0.0
TTO,1890,0.0
TTO,1895,0.0
TTO,1900,0.0
TTO,1905,0.0
TTO,1910,0.0
TTO,1915,0.0
TTO,1920,0.1
TTO,1925,0.1
TTO,1930,0.2
TTO,1935,0.3
TTO,1940,0.4
TTO,1945,0.6
TTO,1950,0.6
TTO,1955,0.8
TTO,1960,1.0
TTO,1965,1.2
TTO,1970,1.3
TTO,1975,2.0
TTO,1980,3.2
TTO,1985,3.3
TTO,1990,3.8
TTO,1995,4.6
TTO,2000,5.8
TTO,2005,7.4
TTO,2010,10.2
TTO,2015,11.0
TTO,2020,12.0
TTO,2025,13.5
TTO,2030,15.7
TTO,2035,18.5
TTO,2040,22.1
TUN,1870,0.0
TUN,1875,0.0
TUN,1880,0.0
TUN,1885,0.0
TUN,1890,0.0
TUN,1895,0.0
TUN,1900,0.0
TUN,1905,0.0
TUN,1910,0.0
TUN,1915,0.1
TUN,1920,0.2
TUN,1925,0.2
TUN,1930,0.3
TUN,1935,0.4
TUN,1940,0.4
TUN,1945,0.4
TUN,1950,0.5
TUN,1955,0.6
TUN,1960,0.7
TUN,1965,0.8
TUN,1970,1.0
TUN,1975,1.3
TUN,1980,2.1
TUN,1985,3.2
TUN,1990,4.1
TUN,1995,5.6
TUN,2000,6.6
TUN,2005,9.4
TUN,2010,14.1
TUN,2015,16.2
TUN,2020,20.2
TUN,2025,24.4
TUN,2030,29.6
TUN,2035,35.7
TUN,2040,42.6
TUR,1870,0.0
TUR,1875,0.0
TUR,1880,0.0
TUR,1885,0.0
TUR,1890,0.0
TUR,1895,0.0
TUR,1900,0.2
TUR,1905,0.3
TUR,1910,0.4
TUR,1915,0.5
TUR,1920,0.6
TUR,1925,0.7
TUR,1930,0.8
TUR,1935,0.9
TUR,1940,0.9
TUR,1945,1.0
TUR,1950,1.1
TUR,1955,1.0
TUR,1960,1.1
TUR,1965,1.2
TUR,1970,1.4
TUR,1975,2.0
TUR,1980,3.9
TUR,1985,11.8
TUR,1990,11.6
TUR,1995,11.4
TUR,2000,10.4
TUR,2005,9.3
TUR,2010,11.8
TUR,2015,11.6
TUR,2020,10.8
TUR,2025,10.3
TUR,2030,10.9
TUR,2035,12.3
TUR,2040,14.3
UGA,1870,0.0
UGA,1875,0.0
UGA,1880,0.0
UGA,1885,0.0
UGA,1890,0.0
UGA,1895,0.0
UGA,1900,0.0
UGA,1905,0.0
UGA,1910,0.0
UGA,1915,0.0
UGA,1920,0.0
UGA,1925,0.0
UGA,1930,0.0
UGA,1935,0.0
UGA,1940,0.0
UGA,1945,0.0
UGA,1950,0.0
UGA,1955,0.0
UGA,1960,0.0
UGA,1965,0.1
UGA,1970,0.1
UGA,1975,0.2
UGA,1980,0.3
UGA,1985,0.4
UGA,1990,0.6
UGA,1995,2.4
UGA,2000,5.1
UGA,2005,3.5
UGA,2010,3.0
UGA,2015,2.5
UGA,2020,2.3
UGA,2025,2.5
UGA,2030,3.3
UGA,2035,4.6
UGA,2040,6.5
UKR,2015,45.9
UKR,2020,49.0
UKR,2025,52.1
UKR,2030,55.5
UKR,2035,59.9
UKR,2040,65.0
ARE,2015,13.2
ARE,2020,14.2
ARE,2025,16.0
ARE,2030,18.5
ARE,2035,22.1
ARE,2040,27.1
GBR,1870,0.2
GBR,1875,0.2
GBR,1880,0.3
GBR,1885,0.3
GBR,1890,0.4
GBR,1895,0.5
GBR,1900,0.5
GBR,1905,0.5
GBR,1910,0.7
GBR,1915,0.8
GBR,1920,1.0
GBR,1925,1.1
GBR,1930,1.2
GBR,1935,1.3
GBR,1940,1.4
GBR,1945,1.5
GBR,1950,1.6
GBR,1955,1.7
GBR,1960,1.8
GBR,1965,4.7
GBR,1970,8.3
GBR,1975,10.7
GBR,1980,11.1
GBR,1985,12.2
GBR,1990,16.9
GBR,1995,20.7
GBR,2000,24.8
GBR,2005,26.6
GBR,2010,30.3
GBR,2015,30.7
GBR,2020,31.1
GBR,2025,31.6
GBR,2030,32.4
GBR,2035,33.2
GBR,2040,34.5
USA,1870,0.9
USA,1875,1.0
USA,1880,1.1
USA,1885,1.4
USA,1890,2.2
USA,1895,3.0
USA,1900,3.8
USA,1905,4.7
USA,1910,5.5
USA,1915,6.5
USA,1920,7.4
USA,1925,8.5
USA,1930,9.4
USA,1935,10.6
USA,1940,11.6
USA,1945,12.5
USA,1950,14.5
USA,1955,16.0
USA,1960,17.9
USA,1965,20.3
USA,1970,23.3
USA,1975,29.7
USA,1980,35.8
USA,1985,42.8
USA,1990,50.2
USA,1995,50.7
USA,2000,56.0
USA,2005,56.6
USA,2010,60.3
USA,2015,60.3
USA,2020,60.9
USA,2025,61.6
USA,2030,62.0
USA,2035,62.0
USA,2040,61.9
URY,1870,0.1
URY,1875,0.1
URY,1880,0.1
URY,1885,0.1
URY,1890,0.2
URY,1895,0.2
URY,1900,0.3
URY,1905,0.3
URY,1910,0.3
URY,1915,0.8
URY,1920,1.1
URY,1925,1.5
URY,1930,2.0
URY,1935,2.5
URY,1940,3.1
URY,1945,3.6
URY,1950,4.0
URY,1955,4.3
URY,1960,4.7
URY,1965,5.1
URY,1970,5.7
URY,1975,6.8
URY,1980,7.7
URY,1985,9.0
URY,1990,11.0
URY,1995,13.5
URY,2000,12.6
URY,2005,10.7
URY,2010,10.4
URY,2015,9.1
URY,2020,7.7
URY,2025,6.9
URY,2030,6.9
URY,2035,7.5
URY,2040,8.6
VEN,1870,0.0
VEN,1875,0.0
VEN,1880,0.0
VEN,1885,0.0
VEN,1890,0.0
VEN,1895,0.0
VEN,1900,0.2
VEN,1905,0.3
VEN,1910,0.4
VEN,1915,0.5
VEN,1920,0.6
VEN,1925,0.7
VEN,1930,0.8
VEN,1935,1.0
VEN,1940,1.2
VEN,1945,1.3
VEN,1950,1.4
VEN,1955,1.4
VEN,1960,1.5
VEN,1965,2.0
VEN,1970,2.8
VEN,1975,4.5
VEN,1980,7.5
VEN,1985,9.8
VEN,1990,13.0
VEN,1995,13.4
VEN,2000,14.5
VEN,2005,15.5
VEN,2010,17.1
VEN,2015,16.2
VEN,2020,14.9
VEN,2025,13.9
VEN,2030,14.1
VEN,2035,14.9
VEN,2040,16.3
VNM,2015,6.8
VNM,2020,7.4
VNM,2025,8.8
VNM,2030,11.2
VNM,2035,14.8
VNM,2040,19.1
OWID_WRL,1870,0.06790493
OWID_WRL,1875,0.07853204
OWID_WRL,1880,0.09858375
OWID_WRL,1885,0.120931074
OWID_WRL,1890,0.17596339
OWID_WRL,1895,0.2284285
OWID_WRL,1900,0.2972078
OWID_WRL,1905,0.372514
OWID_WRL,1910,0.5056017
OWID_WRL,1915,0.6182855
OWID_WRL,1920,0.7733702
OWID_WRL,1925,0.9615445
OWID_WRL,1930,1.1466507
OWID_WRL,1935,1.365601
OWID_WRL,1940,1.5513308
OWID_WRL,1945,1.7617141
OWID_WRL,1950,2.0477786
OWID_WRL,1955,2.353483
OWID_WRL,1960,2.6147656
OWID_WRL,1965,3.0780935
OWID_WRL,1970,3.634476
OWID_WRL,1975,4.7970366
OWID_WRL,1980,6.0509415
OWID_WRL,1985,7.4145694
OWID_WRL,1990,9.113472
OWID_WRL,1995,10.538126
OWID_WRL,2000,12.650505
OWID_WRL,2005,13.45055
OWID_WRL,2010,14.648908
OWID_WRL,2015,15.2279215
OWID_WRL,2020,15.768732
OWID_WRL,2025,16.981491
OWID_WRL,2030,18.739235
OWID_WRL,2035,21.073055
OWID_WRL,2040,23.927427
YEM,1870,0.0
YEM,1875,0.0
YEM,1880,0.0
YEM,1885,0.0
YEM,1890,0.0
YEM,1895,0.0
YEM,1900,0.0
YEM,1905,0.0
YEM,1910,0.0
YEM,1915,0.0
YEM,1920,0.0
YEM,1925,0.0
YEM,1930,0.0
YEM,1935,0.0
YEM,1940,0.0
YEM,1945,0.0
YEM,1950,0.0
YEM,1955,0.0
YEM,1960,0.0
YEM,1965,0.0
YEM,1970,0.0
YEM,1975,0.0
YEM,1980,0.0
YEM,1985,0.2
YEM,1990,0.5
YEM,1995,0.9
YEM,2000,1.5
YEM,2005,2.1
YEM,2010,2.7
YEM,2015,3.4
YEM,2020,3.8
YEM,2025,6.1
YEM,2030,9.2
YEM,2035,13.3
YEM,2040,18.7
ZMB,1870,0.0
ZMB,1875,0.0
ZMB,1880,0.0
ZMB,1885,0.0
ZMB,1890,0.0
ZMB,1895,0.0
ZMB,1900,0.0
ZMB,1905,0.0
ZMB,1910,0.0
ZMB,1915,0.0
ZMB,1920,0.0
ZMB,1925,0.0
ZMB,1930,0.0
ZMB,1935,0.1
ZMB,1940,0.1
ZMB,1945,0.1
ZMB,1950,0.2
ZMB,1955,0.2
ZMB,1960,0.3
ZMB,1965,0.4
ZMB,1970,0.5
ZMB,1975,0.5
ZMB,1980,0.4
ZMB,1985,0.4
ZMB,1990,0.4
ZMB,1995,2.5
ZMB,2000,2.3
ZMB,2005,1.9
ZMB,2010,1.5
ZMB,2015,1.2
ZMB,2020,1.0
ZMB,2025,1.0
ZMB,2030,1.1
ZMB,2035,1.5
ZMB,2040,2.2
ZWE,1870,0.0
ZWE,1875,0.0
ZWE,1880,0.0
ZWE,1885,0.0
ZWE,1890,0.0
ZWE,1895,0.0
ZWE,1900,0.0
ZWE,1905,0.0
ZWE,1910,0.0
ZWE,1915,0.0
ZWE,1920,0.0
ZWE,1925,0.0
ZWE,1930,0.0
ZWE,1935,0.0
ZWE,1940,0.3
ZWE,1945,0.5
ZWE,1950,0.8
ZWE,1955,1.1
ZWE,1960,1.5
ZWE,1965,2.0
ZWE,1970,2.4
ZWE,1975,3.0
ZWE,1980,3.5
ZWE,1985,4.5
ZWE,1990,5.4
ZWE,1995,3.5
ZWE,2000,1.7
ZWE,2005,1.4
ZWE,2010,1.1
ZWE,2015,0.9
ZWE,2020,0.7
ZWE,2025,1.0
ZWE,2030,1.9
ZWE,2035,3.3
ZWE,2040,5.5
